Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
1,Random,Constant_0.4,0.051286570320761365,1
1,Degree,Constant_0.4,0.9348783926683116,24
1,Betweenness,Constant_0.4,0.9350546351780049,27
2,Random,Constant_0.4,0.05172717659499471,3
2,Degree,Constant_0.4,0.9348783926683116,24
2,Betweenness,Constant_0.4,0.9350546351780049,27
3,Random,Constant_0.4,0.05111032781106803,2
3,Degree,Constant_0.4,0.9348783926683116,24
3,Betweenness,Constant_0.4,0.9350546351780049,27
4,Random,Constant_0.4,0.051286570320761365,1
4,Degree,Constant_0.4,0.9348783926683116,24
4,Betweenness,Constant_0.4,0.9350546351780049,27
5,Random,Fixed_0.2,0.01083891434614029,1
5,Degree,Fixed_0.2,0.9955939372576665,9
5,Betweenness,Fixed_0.2,0.9955939372576665,11
5,Random,Fixed_0.2,0.9956820585125132,27
5,Degree,Fixed_0.2,0.9955939372576665,7
5,Betweenness,Fixed_0.2,0.9958583010222065,6
5,Random,Uniform,0.24788508988367994,50
5,Degree,Uniform,0.8280754317941488,50
5,Betweenness,Uniform,0.7313182939725061,42
5,Random,Uniform,0.7616320056397603,41
5,Degree,Uniform,0.9233345082833979,44
5,Betweenness,Uniform,0.8810363059569968,34
5,Random,Beta_Low,0.9954176947479733,37
5,Degree,Beta_Low,0.9953295734931266,9
5,Betweenness,Beta_Low,0.9953295734931266,10
5,Random,Beta_Low,0.9958583010222065,10
5,Degree,Beta_Low,0.9953295734931266,7
5,Betweenness,Beta_Low,0.9955939372576665,7
